,Reporting_Month,Provider,MDT,Service Line,Service Line Code,Source,Source Description,Actual Cost,Actual Activity,POD,POD_Detail,National_POD_Code,revised_national_POD,Contract_Type,PBR FLAG,HRG Code,Revised HRG Code,HRG Desc,Excess bed days,Excess bed day Cost,Drug/Device Name,Highly Specialised,Adhoc_Further_Detail,Annual Plan excl CQUIN,YTD Plan excl CQUIN,YTD Variance,Annual Plan inc CQUIN,Activity Plan,Activity YTD Plan,Unit Price,Marginal Rate,Marginal Threshold,CQUIN,Main Specialty Code,Treatment Function Code,TFC Description,Provider_Code,Provider_Site,Claims_Category,Challenge Amount,POD Level 1,POD Level 2,POD Level 3,POD Level 4,POD Order,Measure,Measure Description,HRG Chapter,HRG Subchapter,NPoc,NPoC_Service,NPoC_Service_Code,Reported_Flag,Flex_Freeze,Drug Category/Device Code,Drug Device Indicator,Order,Type,Provider Tier,Reporting Quarter,CCG_Code,Activity_Type,Challenged_Activity,Source_ID,Report_Flag_Category,RAW_Commissioned_Service_Category_Code,RAW_Organisation_Identifier_Code_Of_Commissioner,Raw_Service_Line_Code,Raw_National_POD_Code,CCG Region Code,CCG Region Name,CCG STP Code,CCG STP Name,Provider Region Code,Provider Region Name,Provider STP Code,Provider STP Name,MFF payment index for _2019/20,PROVIDER TARIFF UNIT COST FOR XBD (Z),ACTUAL TARIFF UNIT COST FOR XBD (Z),ACTUAL TARIFF XBD DAYS 2021 COST (Z),Variance of 1920 cost,2020/21 MFF,2020/21 STU,2020/21 XBD TARIFF,2020/21 Base HRG,2020/21 STU COST,2020/21 MFF COST,2020/21 TOTAL UNIT COST,2020/21 TOTAL COST INITIAL,2020/21 TOTAL COST FINAL
59,3.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,2051.11,1.0,A1A,Emergency regular - tariff,NEL,NEL,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T1,0.0,0.0,2051.11,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/589123/398088,Yes,21,Q71,NCBPS37Z,NEL,Y59,South East Commissioning Region,QXU,Surrey Heartlands Health and Care Partnership,Y56,London,QKK,Our Healthier South East London STP,1.257577,1631.0015211792202,1631.0,0.00192198,0.001521179220162594,0.23812600000000006,0.0,299.0,1669.0,0.0,397.4322940000001,2066.432294,2066.432294,2066.43421598
60,6.0,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,NWL,NONE (SPECIALISED SERVICE BUT NOT ATTRIBUTABLE),NCBPSXXX,PLD,PLD,45.7757,1.0,OPUNBRAD,Outpatient - Unbundled - Radiology,UNBRAD,UNBRAD,Block,Y,RD40Z,RD40Z,"Ultrasound Scan with duration of less than 20 minutes, without Contrast",0.0,0.0,,No,,0.0,0.0,45.7757,0.0,0.0,0.0,,,,,,300,General Medicine,RAS,RAS02,,0.0,Other,Unbundled Activities,Radiology (HRGs beginning RD or RN - previously beginning RA),Radiology (HRGs beginning RD or RN - previously beginning RA),69.0,Number of HRGs,Measure implied by HRG coded,Diagnostic Imaging and Nuclear Medicine,Diagnostic Imaging Procedures,Z: Other,OTHER,Z02,Yes,Freeze,,,30.0,AC,4.0,Q2,,PLCM,Not Raised,PLCM/618654/439961,Yes,71,Q71,,UNBRAD,,CCG info not provided,,CCG info not provided therefore STP info unavailable,Y56,London,QRV,North West London Health & Care Partnership (STP),1.173736,38.99999659207863,0.0,0.0,,0.16442599999999996,0.0,,40.0,0.0,6.577039999999998,46.57704,46.57704,46.57704
61,6.0,THE WHITTINGTON HOSPITAL NHS TRUST,NC,NONE (SPECIALISED SERVICE BUT NOT ATTRIBUTABLE),NCBPSXXX,PLD,PLD,7350.420000000002,43.0,CHEMO,Chemotherapy,UNBCHEMO,UNBCHEMO,Cost and Volume,Y,SB12Z,SB12Z,Deliver Simple Parenteral Chemotherapy at First Attendance,0.0,0.0,,No,,0.0,0.0,7350.420000000002,0.0,0.0,0.0,,,,,370,370,Medical Oncology,RKE,RKEQ4,,0.0,Other,Unbundled Activities,Chemotherapy (unbundled HRGs beginning SB),Chemotherapy (unbundled HRGs beginning SB),68.0,Number of HRGs,Measure implied by HRG coded,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",Chemotherapy,Z: Other,OTHER,Z02,Yes,Freeze,,,32.0,AC,3.0,Q2,,PLCM,Not Raised,PLCM/620831/442560,Yes,21,13R,NCBPSXXX,UNBCHEMO,Y56,London,QMJ,North London STP,Y56,London,QMJ,North London Partners in Health & Care (STP),1.203804,141.99986044239765,0.0,0.0,,0.194237,0.0,,160.0,0.0,31.07792,191.07792,8216.35056,8216.35056
62,7.0,THE WHITTINGTON HOSPITAL NHS TRUST,NC,NONE (SPECIALISED SERVICE BUT NOT ATTRIBUTABLE),NCBPSXXX,PLD,PLD,170.94,1.0,CHEMO,Chemotherapy,UNBCHEMO,UNBCHEMO,Cost and Volume,Y,SB12Z,SB12Z,Deliver Simple Parenteral Chemotherapy at First Attendance,0.0,0.0,,No,,0.0,0.0,170.94,0.0,0.0,0.0,,,,,370,370,Medical Oncology,RKE,RKEQ4,,0.0,Other,Unbundled Activities,Chemotherapy (unbundled HRGs beginning SB),Chemotherapy (unbundled HRGs beginning SB),68.0,Number of HRGs,Measure implied by HRG coded,"Haematology, Chemotherapy, Radiotherapy and Specialist Palliative Care",Chemotherapy,Z: Other,OTHER,Z02,Yes,Freeze,,,32.0,AC,3.0,Q3,,PLCM,Not Raised,PLCM/628575/452451,Yes,21,13R,NCBPSXXX,UNBCHEMO,Y56,London,QRV,North West London STP,Y56,London,QMJ,North London Partners in Health & Care (STP),1.203804,141.9998604423976,0.0,0.0,,0.194237,0.0,,160.0,0.0,31.07792,191.07792,191.07792,191.07792
63,1.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,2051.11,1.0,A1A,Emergency regular - tariff,NEL,NEL,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T1,0.0,0.0,2051.11,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580844/387315,Yes,21,Q71,NCBPS37Z,NEL,Y63,North East and Yorkshire Commissioning Region,QWO,West Yorkshire and Harrogate STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,1631.0015211792202,1631.0,0.00192198,0.001521179220162594,0.23812600000000006,0.0,299.0,1669.0,0.0,397.4322940000001,2066.432294,2066.432294,2066.43421598
64,4.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,4102.22,2.0,A1A,Emergency regular - tariff,NEL,NEL,Cost and Volume,Y,BZ81B,BZ81B,"Complex Vitreous Retinal Procedures, 19 years and over, with CC Score 0-1",0.0,0.0,,No,1300T1,0.0,0.0,4102.22,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q2,,PLCM,Not Queried,COMBINED PLCM/596964/409559,Yes,21,Q71,NCBPS37Z,NEL,Y59,South East Commissioning Region,QNQ,Frimley Health and Care STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,1631.0015211792202,1631.0,0.00192198,0.001521179220162594,0.23812600000000006,0.0,299.0,1669.0,0.0,397.4322940000001,2066.432294,4132.864588,4132.86650998
65,1.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,3103.7,1.0,A5A,Daycase - tariff,DC,DC,Cost and Volume,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,1300T5,0.0,0.0,3103.7,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580844/387315,Yes,21,Q71,NCBPS37Z,DC,Y56,London,QWE,South West London Health and Care Partnership,Y56,London,QKK,Our Healthier South East London STP,1.257577,2467.9999713735224,2468.0,0.0,-174.00002862647762,0.23812600000000006,0.0,299.0,2526.0,0.0,601.5062760000002,3127.506276,3127.506276,3127.506276
66,3.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,3103.7,1.0,A5A,Daycase - tariff,DC,DC,Cost and Volume,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,1300T5,0.0,0.0,3103.7,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/589123/398088,Yes,21,Q71,NCBPS37Z,DC,Y56,London,QWE,South West London Health and Care Partnership,Y56,London,QKK,Our Healthier South East London STP,1.257577,2467.9999713735224,2468.0,0.0,-174.00002862647762,0.23812600000000006,0.0,299.0,2526.0,0.0,601.5062760000002,3127.506276,3127.506276,3127.506276
67,3.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST OPHTHALMOLOGY SERVICES,NCBPS37Z,PLD,PLD,6207.4,2.0,A5A,Daycase - tariff,DC,DC,Cost and Volume,Y,BZ90Z,BZ90Z,"Very Complex, Glaucoma or Iris Procedures",0.0,0.0,,No,1300T5,0.0,0.0,6207.4,0.0,0.0,0.0,,,,,13081,130,Ophthalmology,RJ1,RJ122,,0.0,Admitted Patient Care,Elective (admission method 11-13),Elective (admission method 11-13),Daycase (patient class 2 & LoS 0),8.0,SPELL,Finished spell,Eyes and Periorbita,Eyes and Periorbita Procedures and Disorders,D: Trauma,SPECIALISED EAR AND OPHTHALMOLOGY SERVICES,D06,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/589123/398088,Yes,21,Q71,NCBPS37Z,DC,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,2467.9999713735224,2468.0,0.0,-174.00002862647762,0.23812600000000006,0.0,299.0,2526.0,0.0,601.5062760000002,3127.506276,6255.012552,6255.012552
68,4.0,ROYAL FREE LONDON NHS FOUNDATION TRUST,NWL,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,1881.735789,1.0,NEL,Non-Elective,NEL,NEL,Block,Y,LB38G,LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7",0.0,0.0,,No,,0.0,0.0,1881.735789,0.0,0.0,0.0,,,,,101,101,Urology,RAL,RAL01,,0.0,Admitted Patient Care,Non-elective,"Emergency (admission method 21-25,28, 2A-2D)",Emergency,1.0,SPELL,Finished spell,Urinary Tract and Male Reproductive System,Urological and Male Reproductive System Procedures and Disorders,D: Trauma,NEUROSCIENCES,D04,Yes,Freeze,,,7.0,AC,1.0,Q2,,PLCM,Not Queried,PLCM/600425/413490,Yes,21,13R,NCBPS08o,NEL,Y56,London,QMJ,North London STP,Y56,London,QMJ,North London Partners in Health & Care (STP),1.207592,1449.0000000591388,1449.0,7.8e-08,109.25460006359776,0.1955610000000001,0.0754,240.0,1481.0,111.66739999999999,311.4636294114001,1904.1310294113998,1904.1310294113998,1904.131029489
69,1.0,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,SE,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,2453.6864157,13.0,Diagnostics,Diagnostics,UNBRAD,UNBRAD,Cost and Volume,Y,RD03Z,RD03Z,"Magnetic Resonance Imaging Scan of One Area, with Pre- and Post-Contrast",0.0,0.0,,No,,0.0,0.0,2453.6864157,0.0,0.0,0.0,,,,,400,812,Diagnostic Imaging,RJZ,,,0.0,Other,Unbundled Activities,Radiology (HRGs beginning RD or RN - previously beginning RA),Radiology (HRGs beginning RD or RN - previously beginning RA),69.0,Number of HRGs,Measure implied by HRG coded,Diagnostic Imaging and Nuclear Medicine,Diagnostic Imaging Procedures,D: Trauma,NEUROSCIENCES,D04,Yes,Freeze,,,5.0,AC,1.0,Q1,,PLCM,Outstanding,PLCM/569942/375702,Yes,SS,13R,NCBPS08O,OPUNBRAD,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.202198,145.9922066658387,0.0,0.0,,0.19117000000000006,0.0,,160.0,0.0,30.58720000000001,190.5872,2477.6336,2477.6336
70,1.0,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,SE,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,377.4902178,2.0,Diagnostics,Diagnostics,UNBRAD,UNBRAD,Cost and Volume,Y,RD03Z,RD03Z,"Magnetic Resonance Imaging Scan of One Area, with Pre- and Post-Contrast",0.0,0.0,,No,,0.0,0.0,377.4902178,0.0,0.0,0.0,,,,,400,812,Diagnostic Imaging,RJZ,,,0.0,Other,Unbundled Activities,Radiology (HRGs beginning RD or RN - previously beginning RA),Radiology (HRGs beginning RD or RN - previously beginning RA),69.0,Number of HRGs,Measure implied by HRG coded,Diagnostic Imaging and Nuclear Medicine,Diagnostic Imaging Procedures,D: Trauma,NEUROSCIENCES,D04,Yes,Freeze,,,5.0,AC,1.0,Q1,,PLCM,Outstanding,PLCM/569942/375702,Yes,SS,13R,NCBPS08O,OPUNBRAD,Y56,London,QWE,South West London Health and Care Partnership,Y56,London,QKK,Our Healthier South East London STP,1.202198,145.9922066658387,0.0,0.0,,0.19117000000000006,0.0,,160.0,0.0,30.58720000000001,190.5872,381.1744,381.1744
71,1.0,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,SE,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,1608.5411194,2.0,Diagnostics,Diagnostics,UNBRAD,UNBRAD,Cost and Volume,Y,RN11Z,RN11Z,Dopamine Transporter Scan,0.0,0.0,,No,,0.0,0.0,1608.5411194,0.0,0.0,0.0,,,,,400,812,Diagnostic Imaging,RJZ,,,0.0,Other,Unbundled Activities,Radiology (HRGs beginning RD or RN - previously beginning RA),Radiology (HRGs beginning RD or RN - previously beginning RA),69.0,Number of HRGs,Measure implied by HRG coded,Diagnostic Imaging and Nuclear Medicine,Nuclear Medicine Procedures,D: Trauma,NEUROSCIENCES,D04,Yes,Freeze,,,5.0,AC,1.0,Q1,,PLCM,Outstanding,PLCM/569942/375702,Yes,SS,13R,NCBPS08O,OPUNBRAD,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.202198,622.0941800890935,0.0,0.0,,0.19117000000000006,0.0,,683.0,0.0,130.56911000000005,813.56911,1627.13822,1627.13822
72,1.0,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,SE,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,188.7451089,1.0,Diagnostics,Diagnostics,UNBRAD,UNBRAD,Cost and Volume,Y,RD03Z,RD03Z,"Magnetic Resonance Imaging Scan of One Area, with Pre- and Post-Contrast",0.0,0.0,,No,,0.0,0.0,188.7451089,0.0,0.0,0.0,,,,,400,812,Diagnostic Imaging,RJZ,,,0.0,Other,Unbundled Activities,Radiology (HRGs beginning RD or RN - previously beginning RA),Radiology (HRGs beginning RD or RN - previously beginning RA),69.0,Number of HRGs,Measure implied by HRG coded,Diagnostic Imaging and Nuclear Medicine,Diagnostic Imaging Procedures,D: Trauma,NEUROSCIENCES,D04,Yes,Freeze,,,5.0,AC,1.0,Q1,,PLCM,Outstanding,PLCM/569942/375702,Yes,SS,13R,NCBPS08O,OPUNBRAD,Y59,South East Commissioning Region,QKS,Kent and Medway STP,Y56,London,QKK,Our Healthier South East London STP,1.202198,145.9922066658387,0.0,0.0,,0.19117000000000006,0.0,,160.0,0.0,30.58720000000001,190.5872,190.5872,190.5872
73,2.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,102.0,1.0,B2A,F/up outpatient attendances (in ratio) - tariff,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,1070S2,0.0,0.0,102.0,0.0,0.0,0.0,,,,,10781,107,Vascular Surgery,RJ1,RJ122,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580070/387042,Yes,21,Q71,NCBPS30Z,OPFUPSPCL,Y60,Midlands Commissioning Region,QUA,The Black Country and West Birmingham STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,72.65820442873353,0.0,0.0,,0.23812600000000006,0.0,,82.0,0.0,19.526332000000004,101.52633200000001,101.52633200000001,101.526332
74,8.0,ROYAL FREE LONDON NHS FOUNDATION TRUST,NWL,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,195.629904,2.0,OPFUPSPCL,Outpatient FUP Single Professional Consultant Led,OPFUPSPCL,OPFUPSPCL,Block,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,,0.0,0.0,195.629904,0.0,0.0,0.0,,,,,107,107,Vascular Surgery,RAL,RALC7,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Flex,,,7.0,AC,1.0,Q3,,PLCM,Not Queried,PLCM/628717/452976,Yes,21,13R,NCBPS30z,OPFUPSPCL,Y56,London,QMJ,North London STP,Y56,London,QMJ,North London Partners in Health & Care (STP),1.207592,72.56113947863477,0.0,0.0,,0.1955610000000001,0.0,,82.0,0.0,16.036002000000007,98.03600200000001,196.07200400000002,196.072004
75,1.0,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,SE,ADULT SPECIALIST NEUROSCIENCES SERVICES: NEUROLOGY,NCBPS08O,PLD,PLD,165.90334416,2.0,Diagnostics,Diagnostics,UNBRAD,UNBRAD,Cost and Volume,Y,RD20A,RD20A,"Computerised Tomography Scan of One Area, without Contrast, 19 years and over",0.0,0.0,,No,,0.0,0.0,165.90334416,0.0,0.0,0.0,,,,,400,812,Diagnostic Imaging,RJZ,,,0.0,Other,Unbundled Activities,Radiology (HRGs beginning RD or RN - previously beginning RA),Radiology (HRGs beginning RD or RN - previously beginning RA),69.0,Number of HRGs,Measure implied by HRG coded,Diagnostic Imaging and Nuclear Medicine,Diagnostic Imaging Procedures,D: Trauma,NEUROSCIENCES,D04,Yes,Freeze,,,5.0,AC,1.0,Q1,,PLCM,Outstanding,PLCM/569942/375702,Yes,SS,13R,NCBPS08O,OPUNBRAD,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.202198,64.16218001175574,0.0,0.0,,0.19117000000000006,0.0,,70.0,0.0,13.381900000000005,83.3819,166.7638,166.7638
76,2.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,102.0,1.0,B2A,F/up outpatient attendances (in ratio) - tariff,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,1070S2,0.0,0.0,102.0,0.0,0.0,0.0,,,,,10781,107,Vascular Surgery,RJ1,RJ122,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580070/387042,Yes,21,Q71,NCBPS30Z,OPFUPSPCL,Y60,Midlands Commissioning Region,QOC,Shropshire and Telford and Wrekin STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,72.65820442873353,0.0,0.0,,0.23812600000000006,0.0,,82.0,0.0,19.526332000000004,101.52633200000001,101.52633200000001,101.526332
77,2.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,204.0,2.0,B2A,F/up outpatient attendances (in ratio) - tariff,OPFUPSPCL,OPFUPSPCL,Cost and Volume,Y,WF01A,WF01A,"Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,1070S2,0.0,0.0,204.0,0.0,0.0,0.0,,,,,10781,107,Vascular Surgery,RJ1,RJ122,,0.0,Outpatient,Attendance,Follow-up,Single professional,26.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580070/387042,Yes,21,Q71,NCBPS30Z,OPFUPSPCL,Y61,East of England Commissioning Region,QM7,Hertfordshire and West Essex STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,72.65820442873353,0.0,0.0,,0.23812600000000006,0.0,,82.0,0.0,19.526332000000004,101.52633200000001,203.05266400000002,203.052664
78,2.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,471.0,3.0,B4A,F/up multi-professional attendances - tariff,OPFUPMPCL,OPFUPMPCL,Cost and Volume,Y,WF02A,WF02A,"Multiprofessional Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,1070SN,0.0,0.0,471.0,0.0,0.0,0.0,,,,,10761,107,Vascular Surgery,RJ1,RJ122,,0.0,Outpatient,Attendance,Follow-up,Multi-professional,28.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580070/387042,Yes,21,Q71,NCBPS30Z,OPFUPMPCL,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,111.8366479932467,0.0,0.0,,0.23812600000000006,0.0,,127.0,0.0,30.242002000000006,157.242002,471.72600600000004,471.726006
79,2.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,157.0,1.0,B4A,F/up multi-professional attendances - tariff,OPFUPMPCL,OPFUPMPCL,Cost and Volume,Y,WF02A,WF02A,"Multiprofessional Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,1070SN,0.0,0.0,157.0,0.0,0.0,0.0,,,,,10781,107,Vascular Surgery,RJ1,RJ100,,0.0,Outpatient,Attendance,Follow-up,Multi-professional,28.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580070/387042,Yes,21,Q71,NCBPS30Z,OPFUPMPCL,Y56,London,QWE,South West London Health and Care Partnership,Y56,London,QKK,Our Healthier South East London STP,1.257577,111.8366479932467,0.0,0.0,,0.23812600000000006,0.0,,127.0,0.0,30.242002000000006,157.242002,157.242002,157.242002
80,2.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,157.0,1.0,B4A,F/up multi-professional attendances - tariff,OPFUPMPCL,OPFUPMPCL,Cost and Volume,Y,WF02A,WF02A,"Multiprofessional Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,1070SN,0.0,0.0,157.0,0.0,0.0,0.0,,,,,10781,107,Vascular Surgery,RJ1,RJ100,,0.0,Outpatient,Attendance,Follow-up,Multi-professional,28.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580070/387042,Yes,21,Q71,NCBPS30Z,OPFUPMPCL,Y59,South East Commissioning Region,QKS,Kent and Medway STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,111.8366479932467,0.0,0.0,,0.23812600000000006,0.0,,127.0,0.0,30.242002000000006,157.242002,157.242002,157.242002
81,2.0,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,SE,ADULT SPECIALIST VASCULAR SERVICES,NCBPS30Z,PLD,PLD,2512.0,16.0,B4A,F/up multi-professional attendances - tariff,OPFUPMPCL,OPFUPMPCL,Cost and Volume,Y,WF02A,WF02A,"Multiprofessional Non-Admitted Face-to-Face Attendance, Follow-up",0.0,0.0,,No,1070SN,0.0,0.0,2512.0,0.0,0.0,0.0,,,,,10781,107,Vascular Surgery,RJ1,RJ100,,0.0,Outpatient,Attendance,Follow-up,Multi-professional,28.0,ATT,Attendance,"Infectious Diseases, Immune System Disorders and other Healthcare contacts",Non-admitted Consultations,A: Internal Medicine,VASCULAR DISEASE,A04,Yes,Freeze,,,2.0,AC,1.0,Q1,,PLCM,Not Queried,COMBINED PLCM/580070/387042,Yes,21,Q71,NCBPS30Z,OPFUPMPCL,Y56,London,QKK,South East London STP,Y56,London,QKK,Our Healthier South East London STP,1.257577,111.8366479932467,0.0,0.0,,0.23812600000000006,0.0,,127.0,0.0,30.242002000000006,157.242002,2515.872032,2515.872032
